fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,symbol
2010-06-30,USD,11967000000,77992000000.0,66025000000,37919000000.0,15732000000,24793000000.0,1950000000.0,29052000000,,-946000000.0,,946000000.0,2670000000.0,82000000.0,,3108000000.0,16753000000,4017000000,946000000.0,10741000000.0,8272000000.0,17699000000,20807000000.0,12736000000,PG
2023-12-31,USD,6395500000,17278700000.0,10883200000,8942200000.0,2780200000,1608700000.0,,1994200000,6500000.0,-508200000.0,6300000.0,508200000.0,14964300000.0,7500000.0,,81900000.0,2191100000,460100000,508400000.0,1731400000.0,1731000000.0,2699300000,2781200000.0,1731000000,RSG
2022-12-31,USD,5728500000,15645200000.0,9916600000,8205000000.0,2391700000,1454300000.0,,1753100000,3300000.0,-395600000.0,557900000.0,395600000.0,13511300000.0,-2300000.0,,69100000.0,1831486000,343900000,395600000.0,1487600000.0,1490100000.0,2227086000,3667300000.0,1487600000,RSG
2021-12-31,USD,5174600000,13321800000.0,8147200000,6737700000.0,2076200000,1195800000.0,,1429400000,2500000.0,-314600000.0,2500000.0,314600000.0,11295000000.0,-500000.0,,43900000.0,1573205000,282800000,314600000.0,1292300000.0,1288200000.0,1887805000,3155900000.0,1290405000,RSG
2020-12-31,USD,4684900000,12031700000.0,7346800000,6100500000.0,1709100000,1053000000.0,,1274100000,5200000.0,-355600000.0,468600000.0,355600000.0,10051700000.0,4100000.0,,28700000.0,1140300000,173100000,457500000.0,969600000.0,952600000.0,1495900000,2647800000.0,967200000,RSG
2019-12-31,USD,4631700000,12193000000.0,7561300000,6298400000.0,1787200000,1091900000.0,,1296900000,6400000.0,-392000000.0,6400000.0,392000000.0,10299400000.0,6400000.0,,26100000.0,1295300000,222000000,392000000.0,1073800000.0,1041600000.0,1687300000,1713400000.0,1073300000,RSG
2018-12-31,USD,4441500000,11898400000.0,7450400000,6150000000.0,1735800000,1059500000.0,,1335200000,1600000.0,-383800000.0,1600000.0,383800000.0,10040600000.0,3400000.0,,56800000.0,1320198000,283300000,384100000.0,1037600000.0,1045100000.0,1703998000,1760798000.0,1036898000,RSG
2017-12-31,USD,2215300000,12071100000.0,7463500000,6214600000.0,1668500000,1057400000.0,,1279500000,1000000.0,-361900000.0,1000000.0,361900000.0,-800000.0,2700000.0,,66700000.0,1281500000,3100000,362700000.0,1279000000.0,1286800000.0,1643400000,1710100000.0,1278400000,RSG
2016-12-31,USD,4428800000,11355400000.0,6926600000,5764000000.0,1537500000,969800000.0,,1183000000,900000.0,-371300000.0,900000.0,371300000.0,-196200000.0,1100000.0,,66900000.0,965288000,352700000,567500000.0,613200000.0,657300000.0,1336588000,1403488000.0,612588000,RSG
2015-12-31,USD,4365100000,11013500000.0,6648400000,5518600000.0,1558800000,983100000.0,,1152500000,800000.0,-364900000.0,317000000.0,364900000.0,0.0,1200000.0,,67300000.0,1195400000,445500000,364900000.0,750400000.0,748300000.0,1560300000,1627600000.0,749900000,RSG
2014-12-31,USD,3920500000,10626300000.0,6690500000,5643100000.0,1233100000,918900000.0,,1085000000,600000.0,-348700000.0,,348700000.0,-1400000.0,1700000.0,,63700000.0,885000000,337400000,350100000.0,547900000.0,515700000.0,1233700000,1297400000.0,547600000,RSG
2013-12-31,USD,3904600000,10144700000.0,6240100000,5234700000.0,1210300000,853800000.0,,1431400000,700000.0,-360000000.0,,360000000.0,-2100000.0,2300000.0,,66400000.0,851000000,262100000,362100000.0,589100000.0,597700000.0,1211000000,1277400000.0,588900000,RSG
2012-12-31,USD,1633300000,9731500000.0,5983900000,5005700000.0,1320600000,820900000.0,,1590800000,1000000.0,-388500000.0,,388500000.0,-112600000.0,3400000.0,,67800000.0,823600000,251800000,501100000.0,572100000.0,587500000.0,1212100000,1279900000.0,571800000,RSG
2011-12-31,USD,1679600000,9758900000.0,5905300000,4865100000.0,1552700000,825400000.0,,1719100000,300000.0,-440200000.0,,440200000.0,-167800000.0,4300000.0,,76700000.0,906600000,317400000,651000000.0,588900000.0,545800000.0,1346800000,1423500000.0,589200000,RSG
2010-12-31,USD,1637100000,7438400000.0,5801300000,4764800000.0,1539100000,858000000.0,,1809000000,700000.0,-507400000.0,,507400000.0,-160800000.0,5400000.0,,71500000.0,876000000,369500000,668200000.0,507500000.0,509400000.0,1383400000,1454900000.0,506500000,RSG
2009-12-31,USD,1514800000,7469100000.0,5954300000,4844200000.0,1589800000,880400000.0,,1867400000,2000000.0,-595900000.0,,595900000.0,-134100000.0,3200000.0,,70600000.0,863500000,368500000,730000000.0,496500000.0,517100000.0,1459400000,1530000000.0,495000000,RSG
2024-07-31,USD,5968300000,8027700000.0,5655100000,2059200000.0,683900000,3475000000.0,1809400000.0,5284400000,,309600000.0,317900000.0,8300000.0,8027700000.0,-5400000.0,85100000.0,120900000.0,988300000,-1589300000,8300000.0,2577600000.0,2619200000.0,996600000,1117500000.0,2577600000,PANW
2023-07-31,USD,4983000000,6857600000.0,5006300000,1909700000.0,387300000,2991700000.0,1604000000.0,4595700000,,-27200000.0,224400000.0,27200000.0,6884800000.0,-10300000.0,95900000.0,104900000.0,566300000,126600000,27200000.0,439700000.0,452100000.0,593500000,698400000.0,439700000,PANW
2022-07-31,USD,3782800000,5475900000.0,4399500000,1718700000.0,-188800000,2553900000.0,1417700000.0,3971600000,,-27400000.0,15600000.0,27400000.0,5503300000.0,-8400000.0,92800000.0,126900000.0,-207200000,59800000,27400000.0,-267000000.0,-312700000.0,-179800000,-52900000.0,-267000000,PANW
2021-07-31,USD,2981200000,4087400000.0,3537600000,1274900000.0,-304100000,2144900000.0,1140400000.0,3285300000,,-163300000.0,8500000.0,163300000.0,4250700000.0,-700000.0,94200000.0,117800000.0,-465000000,33900000,163300000.0,-498900000.0,-519300000.0,-301700000,-183900000.0,-498900000,PANW
2020-07-31,USD,2408900000,3313000000.0,2896600000,999500000.0,-179000000,1819800000.0,768100000.0,2587900000,,-88700000.0,41400000.0,88700000.0,3401700000.0,1200000.0,96000000.0,77300000.0,-231800000,35200000,88700000.0,-267000000.0,-252800000.0,-143100000,-65800000.0,-267000000,PANW
2019-07-31,USD,2091200000,2809600000.0,2474800000,808400000.0,-54100000,1605800000.0,539500000.0,2145300000,,-83900000.0,69800000.0,83900000.0,2893500000.0,-2900000.0,86200000.0,53600000.0,-74600000,7300000,86500000.0,-81900000.0,-69200000.0,9300000,62900000.0,-81900000,PANW
2018-07-31,USD,1628500000,2273100000.0,644600000,645100000.0,-104200000,1356200000.0,400700000.0,1732700000,,-29600000.0,27100000.0,29600000.0,1700000.0,28500000.0,74700000.0,16300000.0,-105300000,16900000,29600000.0,-147900000.0,-135200000.0,-75700000,-59400000.0,-122200000,PANW
2017-07-31,USD,1278700000,1761600000.0,482900000,476400000.0,-165800000,1117400000.0,347400000.0,1444500000,,-24500000.0,14700000.0,24500000.0,-3400000.0,10200000.0,48600000.0,9800000.0,-180100000,22900000,24500000.0,-216600000.0,-207400000.0,-155600000,-145800000.0,-203000000,PANW
2016-07-31,USD,1008500000,1378500000.0,370000000,370000000.0,-157300000,914400000.0,284200000.0,1165800000,,-23400000.0,14600000.0,23400000.0,0.0,8400000.0,33100000.0,9400000.0,-172300000,20400000,23400000.0,-225900000.0,-191600000.0,-148900000,-139500000.0,-192700000,PANW
2015-07-31,USD,676600000,928100000.0,251500000,251500000.0,-99800000,624261000.0,185800000.0,776400000,,-22325000.0,-25000.0,22300000.0,-3000000.0,-700000.0,20300000.0,7900000.0,-121900000,9400000,22325000.0,-164982000.0,-131300000.0,-99600000,-91700000.0,-131300000,PANW
2014-07-31,USD,438600000,598200000.0,159600000,159600000.0,-215300000,407912000.0,104800000.0,653900000,,-1883000.0,17000.0,1900000.0,,-4930000.0,14000000.0,2903000.0,-222200000,4300000,1883000.0,-226452000.0,-226600000.0,-220300000,-217397000.0,-226500000,PANW
2013-07-31,USD,286351000,396107000.0,109756000,109756000.0,-18621000,242490000.0,62482000.0,304972000,484000.0,-74000.0,,74000.0,,-35000.0,9800000.0,125000.0,-18656000,10590000,74000.0,-29246000.0,-29262000.0,-18582000,-18457000.0,-29246000,PANW
2024-12-31,USD,2589237000,8919591000.0,6330354000,5191706000.0,1067659000,883445000.0,,1281532000,,-315197000.0,11607000.0,10007000.0,8919591000.0,10471000.0,974001000.0,193143000.0,763936000,146363000,326804000.0,616570000.0,421659000.0,1067659000,967086000.0,617573000,WCN
2023-12-31,USD,2284521000,8021951000.0,5737430000,4744513000.0,1236312000,799119000.0,,1049224000,,-274642000.0,10262000.0,274642000.0,8021951000.0,12481000.0,845638000.0,160425000.0,983475000,220675000,274642000.0,762826000.0,809804000.0,1258117000,1418542000.0,762800000,WCN
2022-12-31,USD,1978620000,7211859000.0,5233239000,4336012000.0,1242190000,696467000.0,,924099000,,-202331000.0,196381000.0,202331000.0,7211859000.0,3154000.0,763285000.0,158159000.0,1048624000,212962000,202331000.0,836001000.0,739248000.0,1250955000,1409114000.0,835662000,WCN
2021-12-31,USD,1714959000,6151361000.0,4436402000,3654074000.0,1039625000,612337000.0,,819774000,,-162796000.0,2916000.0,162796000.0,6036073000.0,6285000.0,673730000.0,142703000.0,770300000,152253000,278084000.0,618489000.0,658282000.0,933096000,1075799000.0,618047000,WCN
2020-12-31,USD,1473240000,5445990000.0,3972750000,3276808000.0,412428000,537632000.0,,1157098000,,-162375000.0,5253000.0,162375000.0,5445990000.0,-1392000.0,621102000.0,131302000.0,254599000,49922000,162375000.0,203992000.0,214989000.0,416974000,548276000.0,204677000,WCN
2019-12-31,USD,1489361000,5388679000.0,3899318000,3198757000.0,837778000,546278000.0,,761153000,,-147368000.0,9777000.0,147368000.0,5388679000.0,5704000.0,618396000.0,125522000.0,706051000,139210000,147368000.0,566681000.0,630664000.0,853419000,978941000.0,566841000,WCN
2018-12-31,USD,1509381000,4922941000.0,3413560000,2865704000.0,832244000,524388000.0,,558049000,,-132104000.0,7170000.0,132104000.0,4921508000.0,-170000.0,572708000.0,107779000.0,706857000,159986000,132104000.0,547154000.0,363672000.0,838961000,946740000.0,546871000,WCN
2017-12-31,USD,1172524000,4630488000.0,3330467000,2704775000.0,627098000,509638000.0,,760183000,,-125297000.0,5173000.0,125297000.0,-2200000.0,1536000.0,530187000.0,102297000.0,507907000,-68910000,125297000.0,577420000.0,728231000.0,633204000,735501000.0,576817000,WCN
2016-12-31,USD,826893000,3375863000.0,2457382000,1957712000.0,452298000,474263000.0,,526411000,,-92709000.0,91588000.0,92709000.0,1121000.0,53000.0,393600000.0,463912000.0,360584000,114044000,92709000.0,247321000.0,215710000.0,453293000,944543000.0,246540000,WCN
2015-12-31,USD,1436465000,1925592000.0,489127000,1177409000.0,-61532000,237484000.0,,1447677000,194000.0,-57216000.0,7020000.0,64236000.0,2576000.0,-1005000.0,240357000.0,258403000.0,-127356000,-31592000,59939000.0,123876000.0,-102342000.0,-63120000,195283000.0,-95764000,WCN
2014-12-31,USD,1455708000,2008997000.0,553289000,1138388000.0,449269000,229474000.0,,1486576000,216000.0,-61917000.0,2757000.0,64674000.0,-6159000.0,1067000.0,230944000.0,285605000.0,384860000,152335000,61917000.0,126516000.0,228801000.0,449534000,735139000.0,232525000,WCN
2013-12-31,USD,1464646000,2026039000.0,561393000,1064819000.0,232916000,255173000.0,,1570364000,,-60754000.0,,60754000.0,7614000.0,,152728000.0,296491000.0,176413000,58443000,61994000.0,117970000.0,84195000.0,237167000,533658000.0,117970000,WCN
2012-12-31,USD,1386643000,1896741000.0,510098000,956357000.0,237711000,230740000.0,,1470203000,,-57428000.0,,57428000.0,-16341000.0,,141192000.0,274118000.0,161479000,67122000,74352000.0,94357000.0,107992000.0,218907000,493025000.0,94357000,WCN
2011-12-31,USD,1002264000,1840096000.0,837832000,857580000.0,-88391000,218600000.0,,1372213000,,-62086000.0,,62086000.0,3485000.0,,131088000.0,257066000.0,-146388000,49748000,62086000.0,-196136000.0,-213245000.0,-84302000,172764000.0,-196136000,WCN
2024-06-30,USD,4419300000,19202600000.0,14783300000,10476700000.0,-8447200000,3778900000.0,955700000.0,12866500000,241300000.0,-361400000.0,241300000.0,361400000.0,19196700000.0,,190300000.0,561900000.0,4872300000,1120300000,,3752000000.0,4249500000.0,-8447200000,-7885300000.0,3752000000,ADP
2023-06-30,USD,4006800000,18012200000.0,14005400000,9953400000.0,-8202000000,3551400000.0,844800000.0,12208800000,149500000.0,-253300000.0,962900000.0,253300000.0,17997500000.0,183500000.0,176500000.0,549300000.0,4437600000,1025600000,253300000.0,3412000000.0,3099900000.0,4690900000,5240200000.0,3412000000,ADP
2022-06-30,USD,3326800000,16498300000.0,13171500000,9461900000.0,-8151500000,3233200000.0,798600000.0,11478300000,41000000.0,-81900000.0,492800000.0,81900000.0,16493900000.0,82800000.0,171000000.0,515100000.0,3804100000,855200000,81900000.0,2948900000.0,944600000.0,3886000000,4401100000.0,2948900000,ADP
2021-06-30,USD,2852600000,15005400000.0,12152800000,8640300000.0,-7700500000,3040500000.0,716600000.0,10553100000,36500000.0,-59700000.0,36500000.0,59700000.0,15016700000.0,96300000.0,183300000.0,510700000.0,3361200000,762700000,59700000.0,2598500000.0,2623900000.0,3420900000,3931600000.0,2598500000,ADP
2020-06-30,USD,6144600000,14589800000.0,8445200000,8445100000.0,-7695000000,3003000000.0,674100000.0,10401300000,84500000.0,-107100000.0,84500000.0,107100000.0,14589800000.0,148000000.0,192800000.0,480000000.0,3182600000,716100000,107100000.0,2466500000.0,2709000000.0,3289700000,3769700000.0,2466500000,ADP
2019-06-30,USD,6088700000,14110200000.0,8021500000,8021600000.0,-7606900000,3064200000.0,636300000.0,10210100000,97600000.0,-129900000.0,97600000.0,129900000.0,14175200000.0,111100000.0,180600000.0,409000000.0,3005600000,712800000,129900000.0,2292800000.0,2715300000.0,3135500000,3544500000.0,2292800000,ADP
2018-06-30,USD,5516600000,13274200000.0,7757600000,7757400000.0,-7818500000,2959400000.0,635400000.0,9908700000,83500000.0,-102700000.0,83500000.0,102700000.0,0.0,-237900000.0,173100000.0,377600000.0,2282600000,397700000,102700000.0,1620800000.0,1630600000.0,2385300000,2762900000.0,1884900000,ADP
2017-06-30,USD,5110200000,12372000000.0,7261800000,7244500000.0,-7280100000,2773800000.0,627500000.0,8993900000,76700000.0,-80000000.0,76700000.0,80000000.0,205400000.0,284300000.0,147300000.0,316100000.0,2616900000,829100000,80000000.0,1733400000.0,1619700000.0,2696900000,3013000000.0,1787800000,ADP
2016-06-30,USD,4827600000,11667800000.0,6840200000,6840300000.0,-6760100000,2637000000.0,603700000.0,8662000000,62400000.0,-56200000.0,1200000.0,56200000.0,29100000.0,100400000.0,135600000.0,288600000.0,2233800000,741300000,56200000.0,1493400000.0,1538000000.0,2290000000,2578600000.0,1492500000,ADP
2015-06-30,USD,4510800000,10938500000.0,6427700000,6427600000.0,-6386100000,2496900000.0,595400000.0,8122200000,56900000.0,-6500000.0,,6500000.0,0.0,0.0,127200000.0,277900000.0,2146700000,694200000,6500000.0,1376500000.0,1101900000.0,2153200000,2431100000.0,1452500000,ADP
2014-06-30,USD,4185600000,10226400000.0,6040800000,7221400000.0,-8118300000,2370300000.0,718000000.0,10004800000,56200000.0,-6100000.0,,6100000.0,,0.0,163200000.0,336200000.0,2152500000,636600000,6100000.0,1502600000.0,1678700000.0,2158600000,2494800000.0,1515900000,ADP
2013-06-30,USD,4649200000,9442000000.0,4792800000,6649600000.0,-7641800000,2200400000.0,654300000.0,9307700000,64500000.0,-9100000.0,,9100000.0,,700000.0,149900000.0,317000000.0,1993700000,587900000,9100000.0,1364100000.0,1191000000.0,2002800000,2319800000.0,1405800000,ADP
2012-06-30,USD,4401800000,10595400000.0,6193600000,6240000000.0,-7080400000,2452900000.0,599900000.0,8664500000,85200000.0,-7700000.0,,7700000.0,66000000.0,3200000.0,146900000.0,323300000.0,2115000000,726500000,7700000.0,1388500000.0,1251600000.0,2122700000,2446000000.0,1388500000,ADP
2011-06-30,USD,4148000000,9833000000.0,5685000000,5731500000.0,-6568600000,2314600000.0,577200000.0,8031600000,88800000.0,-8600000.0,,8600000.0,,3300000.0,146300000.0,318200000.0,1927200000,673000000,8600000.0,1254200000.0,1411800000.0,1935800000,2254000000.0,1254200000,ADP
2010-06-30,USD,3898000000,8927700000.0,5029700000,5029600000.0,-5704300000,2127400000.0,513900000.0,7165700000,-98800000.0,-8600000.0,,8600000.0,,2300000.0,152600000.0,309200000.0,1867300000,655900000,8600000.0,1207300000.0,1264900000.0,1875900000,2185100000.0,1211400000,ADP
2023-12-31,USD,7968000000,12109000000.0,4141000000,4130000000.0,4020000000,3159000000.0,,4325000000,,-334000000.0,,334000000.0,12427000000.0,-15000000.0,101000000.0,1042000000.0,3404000000,778000000,334000000.0,2626000000.0,2749000000.0,3738000000,4780000000.0,2626000000,SPGI
2022-12-31,USD,9006000000,12772000000.0,3753000000,3766000000.0,4944000000,3396000000.0,,2546000000,,-304000000.0,,304000000.0,13071000000.0,70000000.0,108000000.0,905000000.0,4428000000,1180000000,312000000.0,3248000000.0,3203000000.0,4732000000,5637000000.0,3248000000,SPGI
2021-12-31,USD,5996000000,8191000000.0,2195000000,2195000000.0,4221000000,1714000000.0,13000000.0,1843000000,,-119000000.0,,119000000.0,8308000000.0,62000000.0,82000000.0,96000000.0,3925000000,901000000,119000000.0,3024000000.0,2820000000.0,4044000000,4140000000.0,3024000000,SPGI
2020-12-31,USD,4952000000,7044000000.0,2094000000,2092000000.0,3617000000,1541000000.0,,1787000000,,-141000000.0,,141000000.0,7179000000.0,31000000.0,83000000.0,123000000.0,3033000000,694000000,420000000.0,2339000000.0,2326000000.0,3174000000,3297000000.0,2339000000,SPGI
2019-12-31,USD,4767000000,6568000000.0,1976000000,1801000000.0,3226000000,1342000000.0,,3522000000,,-198000000.0,-57000000.0,141000000.0,6748000000.0,-98000000.0,82000000.0,122000000.0,2750000000,627000000,198000000.0,2123000000.0,2241000000.0,2891000000,3013000000.0,2123000000,SPGI
2018-12-31,USD,4440000000,6141000000.0,1838000000,3468000000.0,2790000000,1424000000.0,,3468000000,,-134000000.0,139000000.0,134000000.0,6275000000.0,25000000.0,84000000.0,122000000.0,2518000000,560000000,134000000.0,1958000000.0,1855000000.0,2652000000,2774000000.0,1958000000,SPGI
2017-12-31,USD,4369000000,6063000000.0,1694000000,3453000000.0,2583000000,1606000000.0,,3480000000,,-149000000.0,149000000.0,149000000.0,17000000.0,27000000.0,82000000.0,98000000.0,2319000000,823000000,149000000.0,1496000000.0,1620000000.0,2468000000,2566000000.0,1496000000,SPGI
2016-12-31,USD,3888000000,5661000000.0,1773000000,3393000000.0,3341000000,1467000000.0,24000000.0,3421000000,,-181000000.0,181000000.0,181000000.0,1117000000.0,28000000.0,85000000.0,96000000.0,3066000000,960000000,181000000.0,2106000000.0,1933000000.0,3247000000,3343000000.0,2106000000,SPGI
2015-12-31,USD,3595000000,5313000000.0,1718000000,3407000000.0,1917000000,1532000000.0,,3407000000,,-102000000.0,102000000.0,102000000.0,18000000.0,,90000000.0,67000000.0,1703000000,547000000,102000000.0,1156000000.0,1070000000.0,1805000000,1872000000.0,1156000000,SPGI
