fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,symbol
2015-12-31,USD,1807052000,1085635000.0,412305000.0,801250000.0,51976000.0,203333000.0,1144084000.0,144714000.0,101363000.0,98674000.0,43005000.0,55669000.0,811612000.0,422667000.0,388945000.0,29076000.0,22346000.0,1240238000.0,731636000.0,37369000.0,603754000.0,,80822000.0,508602000.0,,374068000.0,474534000.0,474534000.0,374068000.0,20442000.0,23317000.0,566814000.0,,-557009000.0,160000.0,160785764.0,NOW
2014-12-31,USD,1424752000,906986000.0,252455000.0,668791000.0,43232000.0,159171000.0,784865000.0,104237000.0,67253000.0,109542000.0,54526000.0,55016000.0,683108000.0,266772000.0,416336000.0,32910000.0,7762000.0,996077000.0,506997000.0,17829000.0,422238000.0,,66894000.0,489407000.0,,312528000.0,443437000.0,443764000.0,312528000.0,12603000.0,33076000.0,428675000.0,,-358583000.0,150000.0,149509092.0,NOW
2013-12-31,USD,1168476000,797749000.0,366303000.0,634554000.0,31123000.0,108339000.0,626083000.0,75560000.0,38107000.0,14520000.0,5796000.0,8724000.0,523607000.0,255356000.0,268251000.0,23733000.0,3973000.0,774217000.0,328088000.0,7405000.0,266722000.0,,55045000.0,31352000.0,,414777000.0,,414777000.0,254554000.0,13085000.0,17183000.0,394259000.0,,-179196000.0,140000.0,140354605.0,NOW
2012-12-31,USD,478114000,422089000.0,118989000.0,314691000.0,15639000.0,78163000.0,56025000.0,42342000.0,16394000.0,596000.0,596000.0,0.0,195702000.0,,195702000.0,0.0,1791000.0,234709000.0,211627000.0,9604000.0,153964000.0,,40096000.0,6685000.0,,0.0,,,1500000.0,7963000.0,6685000.0,243405000.0,,-105488000.0,126000.0,126367700.0,NOW
2011-12-31,USD,156323000,130507000.0,68088000.0,68100000.0,,44860000.0,25800000.0,20695000.0,4181000.0,,,,,,,5267000.0,524000.0,145577000.0,126561000.0,9411000.0,,,,19000000.0,,,,,,,2532000.0,-57426000.0,,-68100000.0,22000.0,22229978.0,NOW
2023-12-31,USD,39912000000,12518000000.0,2971000000.0,3053000000.0,4843000000.0,3765000000.0,28423000000.0,3215000000.0,3129000000.0,19836000000.0,4593000000.0,15243000000.0,128000000.0,,82000000.0,857000000.0,2673000000.0,21319000000.0,7921000000.0,1517000000.0,860000000.0,2094000000.0,0.0,13817000000.0,,13080000000.0,2094000000.0,10901000000.0,12995000000.0,2137000000.0,1930000000.0,18593000000.0,,16771000000.0,38000000.0,379900000.0,SYK
2022-12-31,USD,36884000000,10275000000.0,1844000000.0,1928000000.0,3995000000.0,3565000000.0,27554000000.0,2970000000.0,2835000000.0,19765000000.0,4885000000.0,14880000000.0,137000000.0,,84000000.0,1545000000.0,2464000000.0,20268000000.0,6303000000.0,1413000000.0,741000000.0,1191000000.0,0.0,14389000000.0,,12965000000.0,1191000000.0,11857000000.0,13048000000.0,1744000000.0,1467000000.0,16616000000.0,,14765000000.0,38000000.0,378500000.0,SYK
2021-12-31,USD,34631000000,10017000000.0,2944000000.0,3019000000.0,3314000000.0,3022000000.0,25638000000.0,2833000000.0,2665000000.0,17758000000.0,4840000000.0,12918000000.0,111000000.0,,75000000.0,662000000.0,2263000000.0,19754000000.0,4549000000.0,1129000000.0,529000000.0,7000000.0,0.0,16074000000.0,,12599000000.0,7000000.0,12472000000.0,12479000000.0,1465000000.0,1820000000.0,14877000000.0,,13480000000.0,38000000.0,377600000.0,SYK
2020-12-31,USD,34330000000,9707000000.0,2943000000.0,3024000000.0,3494000000.0,2701000000.0,25639000000.0,2752000000.0,2430000000.0,18332000000.0,5554000000.0,12778000000.0,123000000.0,,81000000.0,488000000.0,2009000000.0,21246000000.0,5041000000.0,810000000.0,416000000.0,761000000.0,0.0,16916000000.0,,14131000000.0,761000000.0,13230000000.0,13991000000.0,1586000000.0,1985000000.0,13084000000.0,,12462000000.0,38000000.0,376100000.0,SYK
2019-12-31,USD,30167000000,11058000000.0,4337000000.0,4337000000.0,2980000000.0,2893000000.0,17718000000.0,2567000000.0,2147000000.0,13296000000.0,4227000000.0,9069000000.0,50000000.0,,88000000.0,760000000.0,1671000000.0,17360000000.0,4400000000.0,675000000.0,313000000.0,859000000.0,0.0,13399000000.0,,11227000000.0,859000000.0,10231000000.0,11090000000.0,1196000000.0,1661000000.0,12807000000.0,,11748000000.0,37000000.0,374600000.0,SYK
2018-12-31,USD,27229000000,9733000000.0,3616000000.0,3616000000.0,2955000000.0,2332000000.0,16244000000.0,2291000000.0,1986000000.0,12726000000.0,4163000000.0,8563000000.0,51000000.0,,83000000.0,747000000.0,801000000.0,15499000000.0,4807000000.0,646000000.0,,1373000000.0,0.0,11031000000.0,,10078000000.0,1373000000.0,8486000000.0,9859000000.0,1521000000.0,978000000.0,11730000000.0,,10765000000.0,37000000.0,374400000.0,SYK
2017-12-31,USD,22197000000,7993000000.0,2542000000.0,2793000000.0,2465000000.0,2198000000.0,14613000000.0,1975000000.0,1825000000.0,10645000000.0,3477000000.0,7168000000.0,107000000.0,5000000.0,251000000.0,537000000.0,1301000000.0,12217000000.0,3485000000.0,487000000.0,,632000000.0,0.0,9115000000.0,,7250000000.0,632000000.0,6590000000.0,7222000000.0,1207000000.0,881000000.0,9966000000.0,,8986000000.0,37000000.0,374400000.0,SYK
2016-12-31,USD,20435000000,7861000000.0,3316000000.0,3384000000.0,2030000000.0,1967000000.0,12619000000.0,1569000000.0,1592000000.0,9864000000.0,3508000000.0,6356000000.0,36000000.0,9000000.0,68000000.0,480000000.0,1141000000.0,10885000000.0,3148000000.0,437000000.0,,228000000.0,200000000.0,8071000000.0,,6952000000.0,28000000.0,6686000000.0,6914000000.0,923000000.0,764000000.0,9550000000.0,,8842000000.0,37000000.0,375000000.0,SYK
2015-12-31,USD,16223000000,7943000000.0,3379000000.0,4079000000.0,1639000000.0,1662000000.0,8327000000.0,1199000000.0,1531000000.0,5930000000.0,1794000000.0,4136000000.0,430000000.0,15000000.0,700000000.0,564000000.0,1151000000.0,7712000000.0,3502000000.0,410000000.0,,768000000.0,0.0,4507000000.0,,3998000000.0,768000000.0,3230000000.0,3998000000.0,710000000.0,980000000.0,8511000000.0,,7792000000.0,37000000.0,373000000.0,SYK
2014-12-31,USD,17258000000,8684000000.0,1795000000.0,5000000000.0,1588000000.0,1572000000.0,8061000000.0,1098000000.0,1499000000.0,6204000000.0,2018000000.0,4186000000.0,3309000000.0,10000000.0,3205000000.0,1513000000.0,1293000000.0,8684000000.0,4461000000.0,329000000.0,,727000000.0,727000000.0,4440000000.0,,3246000000.0,527000000.0,3246000000.0,3973000000.0,751000000.0,977000000.0,8595000000.0,,7559000000.0,38000000.0,378.0,SYK
2013-12-31,USD,15399000000,8335000000.0,1339000000.0,3980000000.0,1422000000.0,1518000000.0,7424000000.0,1081000000.0,1416000000.0,5833000000.0,1989000000.0,3844000000.0,2738000000.0,,2641000000.0,1415000000.0,494000000.0,6696000000.0,2657000000.0,314000000.0,,25000000.0,25000000.0,3816000000.0,,2739000000.0,,2739000000.0,2764000000.0,765000000.0,1300000000.0,9047000000.0,,7617000000.0,38000000.0,378.0,SYK
2012-12-31,USD,13206000000,8148000000.0,1395000000.0,4285000000.0,1265000000.0,1430000000.0,5068000000.0,948000000.0,1284000000.0,3566000000.0,1424000000.0,2142000000.0,2950000000.0,,2890000000.0,1138000000.0,544000000.0,4609000000.0,1876000000.0,288000000.0,,16000000.0,16000000.0,2359000000.0,,1746000000.0,,1746000000.0,1762000000.0,934000000.0,987000000.0,8597000000.0,,7332000000.0,38000000.0,380.0,SYK
2011-12-31,USD,12146000000,7207000000.0,905000000.0,3418000000.0,1283000000.0,1417000000.0,4889000000.0,888000000.0,1167000000.0,3514000000.0,1442000000.0,2072000000.0,2565000000.0,,2513000000.0,1113000000.0,537000000.0,4463000000.0,1840000000.0,345000000.0,,17000000.0,500000000.0,2338000000.0,,1768000000.0,,1751000000.0,1768000000.0,798000000.0,872000000.0,7683000000.0,,6479000000.0,38000000.0,381.0,SYK
2010-12-31,USD,10658000000,7632000000.0,1758000000.0,4380100000.0,1057000000.0,1251900000.0,2982200000.0,798000000.0,1052000000.0,1775000000.0,703000000.0,1072000000.0,2671400000.0,,2622500000.0,907300000.0,151000000.0,3721000000.0,1605000000.0,291700000.0,,25000000.0,25300000.0,2460500000.0,,1021000000.0,,996000000.0,1021800000.0,753000000.0,1120000000.0,7174000000.0,,6017000000.0,39100000.0,391100000.0,SYK
2009-12-31,USD,9071000000,5851200000.0,659000000.0,2954800000.0,943000000.0,1147100000.0,2934700000.0,947600000.0,1016100000.0,1591700000.0,634700000.0,957000000.0,2336100000.0,,2296100000.0,806300000.0,136700000.0,2475300000.0,1441000000.0,,,18000000.0,18000000.0,1035200000.0,,18000000.0,,,18000000.0,674300000.0,1035200000.0,6596000000.0,,5397400000.0,39800000.0,397900000.0,SYK
2008-12-31,USD,7603300000,4979300000.0,701000000.0,701100000.0,952700000.0,,2624000000.0,963800000.0,907200000.0,935500000.0,368000000.0,567500000.0,,,1494500000.0,701500000.0,237300000.0,2195300000.0,1462100000.0,,,20500000.0,20500000.0,734500000.0,,,,,20500000.0,641900000.0,734500000.0,5408000000.0,,4389500000.0,39600000.0,396400000.0,SYK
2023-12-31,USD,313488000000,1923000000.0,160000000.0,160000000.0,,,4329000000.0,,,4329000000.0,,4329000000.0,148347000000.0,106702000000.0,154315000000.0,-28683000000.0,,288243000000.0,947000000.0,,,947000000.0,947000000.0,288243000000.0,,8092000000.0,31000000.0,,9039000000.0,8406000000.0,10450000000.0,14044000000.0,,2972000000.0,0.0,567762932.0,APO
2022-12-31,USD,257217000000,10656000000.0,472000000.0,8980000000.0,18696129000.0,465000000.0,4322000000.0,,,4322000000.0,179215000.0,4322000000.0,109262000000.0,5644167000.0,8508000000.0,1676000000.0,,241819000000.0,1640000000.0,,,1640000000.0,1640000000.0,5964617000.0,664366000.0,6472000000.0,35000000.0,,8112000000.0,147709000.0,2671978000.0,6640000000.0,,-2259000000.0,0.0,570276188.0,APO
2021-12-31,USD,30502000000,2118894000.0,917000000.0,917183000.0,5007484000.0,,28383000000.0,450531000.0,,14846000.0,14846000.0,117000000.0,11354000000.0,9666475000.0,1687105000.0,-4299599000.0,,18538000000.0,2931796000.0,,,,37732000.0,17375732000.0,505206000.0,3134000000.0,37732000.0,,5783147000.0,2629322000.0,2570526000.0,3789000000.0,,1144000000.0,0.0,248896649.0,APO
2024-02-02,USD,41795000000,19071000000.0,921000000.0,1228000000.0,16894000000.0,,5748000000.0,17653000000.0,,,,,,252000000.0,307000000.0,949000000.0,838000000.0,56845000000.0,15568000000.0,8704000000.0,2633000000.0,537000000.0,0.0,41277000000.0,422000000.0,35770000000.0,450000000.0,,35770000000.0,3478000000.0,931000000.0,-15050000000.0,,-15637000000.0,287000000.0,574000000.0,LOW
2023-02-03,USD,43708000000,21442000000.0,1348000000.0,1732000000.0,18532000000.0,,22366000000.0,17567000000.0,17344000000.0,614000000.0,614000000.0,311000000.0,,121000000.0,384000000.0,1178000000.0,810000000.0,57962000000.0,19511000000.0,10524000000.0,2804000000.0,1084000000.0,499000000.0,38472000000.0,477000000.0,33270000000.0,499000000.0,,33769000000.0,3488000000.0,862000000.0,-14254000000.0,,-14862000000.0,301000000.0,601000000.0,LOW
2022-01-28,USD,44640000000,20060000000.0,1133000000.0,1404000000.0,17605000000.0,,26768000000.0,19071000000.0,17888000000.0,1441000000.0,1130000000.0,311000000.0,199000000.0,199000000.0,271000000.0,1051000000.0,1038000000.0,49456000000.0,19668000000.0,11354000000.0,3041000000.0,868000000.0,0.0,29788000000.0,563000000.0,24285000000.0,765000000.0,,24285000000.0,3207000000.0,781000000.0,-4816000000.0,,-5115000000.0,335000000.0,670000000.0,LOW
2021-01-29,USD,46735000000,22326000000.0,4690000000.0,5196000000.0,16193000000.0,,25459000000.0,19155000000.0,17547000000.0,311000000.0,1067000000.0,311000000.0,200000000.0,200000000.0,506000000.0,937000000.0,882000000.0,45298000000.0,18730000000.0,10884000000.0,2627000000.0,1112000000.0,0.0,26568000000.0,564000000.0,42444000000.0,1026000000.0,,42444000000.0,3235000000.0,991000000.0,1437000000.0,,1117000000.0,366000000.0,731000000.0,LOW
2020-01-31,USD,39471000000,15318000000.0,716000000.0,876000000.0,13179000000.0,,25080000000.0,18769000000.0,17310000000.0,303000000.0,562000000.0,303000000.0,372000000.0,372000000.0,160000000.0,1263000000.0,905000000.0,37499000000.0,15182000000.0,7659000000.0,2113000000.0,2538000000.0,1941000000.0,18374000000.0,612000000.0,33468000000.0,525000000.0,,35409000000.0,2581000000.0,712000000.0,1972000000.0,,1727000000.0,381000000.0,763000000.0,LOW
2019-02-01,USD,34508000000,14228000000.0,511000000.0,729000000.0,12561000000.0,,20242000000.0,18432000000.0,17431000000.0,303000000.0,303000000.0,303000000.0,256000000.0,256000000.0,218000000.0,938000000.0,995000000.0,30864000000.0,14497000000.0,8279000000.0,1299000000.0,1832000000.0,722000000.0,15540000000.0,,14727000000.0,1110000000.0,,15449000000.0,2425000000.0,1149000000.0,3644000000.0,,3452000000.0,401000000.0,801000000.0,LOW
2018-02-02,USD,35291000000,12772000000.0,588000000.0,690000000.0,11393000000.0,,22900000000.0,19721000000.0,17219000000.0,1307000000.0,1307000000.0,1307000000.0,408000000.0,408000000.0,102000000.0,689000000.0,915000000.0,29418000000.0,12096000000.0,6590000000.0,1378000000.0,1431000000.0,1137000000.0,16519000000.0,,14967000000.0,294000000.0,,16104000000.0,1950000000.0,955000000.0,5873000000.0,,5425000000.0,415000000.0,830000000.0,LOW
2017-02-03,USD,34408000000,12000000000.0,558000000.0,658000000.0,10458000000.0,,22762000000.0,19949000000.0,16969000000.0,1082000000.0,1082000000.0,1082000000.0,,366000000.0,100000000.0,884000000.0,789000000.0,27974000000.0,11974000000.0,6651000000.0,1253000000.0,1305000000.0,510000000.0,15237000000.0,,14328000000.0,795000000.0,,14838000000.0,1975000000.0,843000000.0,6434000000.0,,6241000000.0,433000000.0,866000000.0,LOW
2016-01-29,USD,31266000000,10561000000.0,405000000.0,712000000.0,9458000000.0,,20907000000.0,19577000000.0,16336000000.0,154000000.0,,154000000.0,,222000000.0,307000000.0,391000000.0,511000000.0,23612000000.0,10492000000.0,5633000000.0,1078000000.0,1104000000.0,43000000.0,12391000000.0,,24233000000.0,1061000000.0,,24276000000.0,1857000000.0,846000000.0,7654000000.0,,7593000000.0,455000000.0,910000000.0,LOW
2015-01-30,USD,31721000000,9851000000.0,466000000.0,591000000.0,8911000000.0,,22052000000.0,20034000000.0,15409000000.0,154000000.0,,154000000.0,479000000.0,354000000.0,125000000.0,349000000.0,1349000000.0,21753000000.0,9348000000.0,5124000000.0,979000000.0,552000000.0,0.0,11781000000.0,,21786000000.0,552000000.0,,21786000000.0,1920000000.0,869000000.0,9968000000.0,,9591000000.0,480000000.0,960000000.0,LOW
2014-01-31,USD,32732000000,10296000000.0,391000000.0,576000000.0,9127000000.0,,22704000000.0,20834000000.0,14240000000.0,155000000.0,,155000000.0,7480000000.0,279000000.0,185000000.0,341000000.0,1323000000.0,20879000000.0,8876000000.0,5008000000.0,892000000.0,435000000.0,386000000.0,11273000000.0,,10698000000.0,49000000.0,10649000000.0,10020000000.0,1756000000.0,896000000.0,11853000000.0,,11355000000.0,515000000.0,1030000000.0,LOW
2013-02-01,USD,32666000000,9784000000.0,541000000.0,666000000.0,8600000000.0,,23145000000.0,21477000000.0,13189000000.0,,,,271000000.0,271000000.0,125000000.0,301000000.0,1134000000.0,18809000000.0,7708000000.0,4657000000.0,824000000.0,47000000.0,0.0,10386000000.0,,9929000000.0,47000000.0,9882000000.0,8646000000.0,1510000000.0,901000000.0,13857000000.0,,13224000000.0,555000000.0,1110000000.0,LOW
2012-02-03,USD,33559000000,10072000000.0,1014000000.0,1300000000.0,8355000000.0,,23749000000.0,21970000000.0,12362000000.0,,,,504000000.0,504000000.0,286000000.0,234000000.0,1013000000.0,17026000000.0,7891000000.0,4352000000.0,801000000.0,592000000.0,592000000.0,8431000000.0,,7627000000.0,592000000.0,8274000000.0,7209000000.0,1533000000.0,865000000.0,16533000000.0,,15852000000.0,621000000.0,1241000000.0,LOW
2011-01-28,USD,33699000000,9967000000.0,652000000.0,1123000000.0,8321000000.0,,23992000000.0,22089000000.0,11256000000.0,,,,6742000000.0,1008000000.0,471000000.0,330000000.0,635000000.0,15587000000.0,7119000000.0,4351000000.0,707000000.0,36000000.0,36000000.0,7837000000.0,,6573000000.0,36000000.0,,6573000000.0,1358000000.0,833000000.0,18112000000.0,,17371000000.0,677000000.0,1354000000.0,LOW
2010-01-29,USD,33005000000,9732000000.0,632000000.0,1057000000.0,8249000000.0,,23273000000.0,22499000000.0,9769000000.0,,,,6519000000.0,277000000.0,425000000.0,218000000.0,497000000.0,13936000000.0,7355000000.0,4287000000.0,,552000000.0,0.0,6581000000.0,,5080000000.0,552000000.0,,5080000000.0,1256000000.0,906000000.0,19069000000.0,,18307000000.0,729000000.0,1459000000.0,LOW
2009-01-30,USD,32625000000,9190000000.0,245000000.0,661000000.0,8209000000.0,,23435000000.0,22722000000.0,,,,,,,416000000.0,215000000.0,460000000.0,14570000000.0,7560000000.0,4109000000.0,,1021000000.0,987000000.0,6609000000.0,,5039000000.0,34000000.0,5039000000.0,6060000000.0,1322000000.0,1372000000.0,18055000000.0,,17049000000.0,735000000.0,1470000000.0,LOW
2023-12-31,USD,191572000000,43269000000.0,7079000000.0,17955000000.0,11127000000.0,3461000000.0,51796000000.0,96647000000.0,98010000000.0,32180000000.0,4589000000.0,27591000000.0,22999000000.0,5000000.0,17955000000.0,3706000000.0,13647000000.0,85982000000.0,28053000000.0,8578000000.0,,2288000000.0,0.0,56340000000.0,,49266000000.0,2300000000.0,46978000000.0,49266000000.0,12425000000.0,6576000000.0,105590000000.0,,69156000000.0,36649000000.0,4228000000.0,INTC
2022-12-31,USD,182103000000,50407000000.0,11144000000.0,17194000000.0,13224000000.0,4271000000.0,129731000000.0,80860000000.0,93386000000.0,33609000000.0,6018000000.0,27591000000.0,32335000000.0,10000000.0,17194000000.0,4712000000.0,11315000000.0,80680000000.0,32155000000.0,9595000000.0,,4367000000.0,3900000000.0,46662000000.0,,38107000000.0,423000000.0,37684000000.0,42007000000.0,11858000000.0,8978000000.0,101423000000.0,,70405000000.0,31580000000.0,4137000000.0,INTC
2021-12-31,USD,168406000000,58558000000.0,4827000000.0,2103000000.0,10776000000.0,9480000000.0,105280000000.0,63245000000.0,85294000000.0,34233000000.0,7270000000.0,26963000000.0,34195000000.0,856000000.0,2103000000.0,2130000000.0,6072000000.0,73015000000.0,27462000000.0,5747000000.0,683000000.0,4591000000.0,0.0,45553000000.0,,38101000000.0,4591000000.0,33510000000.0,38101000000.0,11513000000.0,5071000000.0,95391000000.0,,68265000000.0,28006000000.0,4070000000.0,INTC
2020-12-31,USD,153091000000,47249000000.0,5865000000.0,2292000000.0,8427000000.0,6913000000.0,103760000000.0,56584000000.0,77645000000.0,35997000000.0,9026000000.0,26971000000.0,27772000000.0,2210000000.0,2292000000.0,2745000000.0,5917000000.0,72018000000.0,24754000000.0,5581000000.0,3242000000.0,2504000000.0,2504000000.0,43456000000.0,,36401000000.0,2500000000.0,33897000000.0,36401000000.0,12670000000.0,3614000000.0,81073000000.0,,56233000000.0,25556000000.0,4062000000.0,INTC
2019-12-31,USD,136524000000,31239000000.0,4194000000.0,1082000000.0,8744000000.0,7735000000.0,103550000000.0,55386000000.0,73321000000.0,37103000000.0,10827000000.0,26276000000.0,15851000000.0,3313000000.0,1082000000.0,1713000000.0,5553000000.0,59020000000.0,22310000000.0,4128000000.0,3409000000.0,3693000000.0,3693000000.0,34511000000.0,,29003000000.0,3700000000.0,25308000000.0,29003000000.0,10636000000.0,2916000000.0,77504000000.0,,53523000000.0,25261000000.0,4290000000.0,INTC
2018-12-31,USD,127963000000,28787000000.0,3019000000.0,5807000000.0,7253000000.0,6884000000.0,96744000000.0,48976000000.0,65342000000.0,36349000000.0,11836000000.0,24513000000.0,16370000000.0,5012000000.0,2788000000.0,3162000000.0,4421000000.0,53400000000.0,16626000000.0,3824000000.0,4758000000.0,1261000000.0,500000000.0,36355000000.0,,25859000000.0,761000000.0,25098000000.0,26359000000.0,7919000000.0,2646000000.0,74563000000.0,,50172000000.0,25365000000.0,4516000000.0,INTC
